AccountId,AccountName,CloseDate,District,IsWon,ItemCategory,OpportunityId,OpportunityName,OpportunityOwner,"Opportunity_IsClosed",OwnerId,ProductCode,ProductFamily,Quantity,ResellerId,SalesOrder,SizeGb,StageName,SubDistrict,SubTheater,Theater,TotalPrice,UnitPrice,"_time"
0014000000KBwzyAAD,"Take-Two Interactive Software, Inc.","2014-12-04",East,True,Subscription,0064000000aRG1oAAG,"400GB Cloud Expansion - expires Feb 28 2015","Scott Jamison",True,00540000001RaQSAA0,SCLD,Subscription,"1.0",,,"400.0","Closed Won (100%)",East,Territory,AMER,"75616.44","75616.44","2014-12-04T00:00:00.000-0800"
0014000000dFlieAAC,"Jones Lang Lasalle","2015-06-09",Central,True,Subscription,0064000000X1OS4AAN,"JLL - 50GB Cloud","Mark Majeski",True,005400000020xuYAAQ,"SE-S-CLD",Subscription,"50.0",,,"50.0","Closed Won (100%)","North Central 2",Enterprise,AMER,"50000.0","1000.0","2015-06-09T00:00:00.000-0700"
0014000000fwuTtAAI,"Keurig Green Mountain, Inc.","2014-11-26",East,True,Subscription,0064000000bGqmRAAS,"Keurig - 5GB Cloud 180days","Neal Poretsky",True,00540000001EETQAA4,"SCLD-5GB",,"1.0",0014000000Xhnk0AAB,,"5.0","Closed Won (100%)","New England",Enterprise,AMER,"7087.5","7087.5","2014-11-26T00:00:00.000-0800"
0014000001WhHpZAAV,"Stansberry Research","2014-12-15",East,True,Subscription,0064000000bJKxPAAW,"Stansberry and Associates-New - Convert Storm to Cloud 5GB","Denise Koper",True,0054000000222nLAAQ,"SCLD-5GB",Subscription,"1.0",,,"5.0","Closed Won (100%)",East,Territory,AMER,"8100.0","8100.0","2014-12-15T00:00:00.000-0800"
0014000001YSYuIAAX,LiveAuctioneers,"2015-06-04",East,True,Subscription,0064000000caLGCAA2,"20GB Cloud","Scott Jamison",True,00540000001RaQSAA0,"SE-S-CLD",Subscription,"20.0",0014000000KBxYOAA1,48362,"20.0","Closed Won (100%)",East,Territory,AMER,"16800.0","840.0","2015-06-04T00:00:00.000-0700"
0014000000N7SDeAAN,"Verifone Systems, Inc.","2015-06-26",West,True,Subscription,0064000000eStOhAAK,"CLoud Opp For Thierry Neel","Mary Polyakova",True,0054000000220EYAAY,"SE-S-CLD",Subscription,"10.0",0014000000QOPSoAAP,,"10.0","Closed Won (100%)","NorCal 2",Enterprise,AMER,"11000.0","1100.0","2015-06-26T00:00:00.000-0700"
0014000000z5LhNAAU,SolarCity,"2015-01-22","Central West",True,Subscription,0064000000cYKyQAAW,"SolarCity-10GB Cloud","John Cress",True,00540000000oHPBAA2,"SCLD-10GB",Subscription,"1.0",0014000000fzLKEAA2,42680,"10.0","Closed Won (100%)",West,Territory,AMER,"12075.0","12075.0","2015-01-22T00:00:00.000-0800"
0014000000de1tEAAQ,"Australia Post","2015-06-12",Australia,True,Subscription,0064000000eTukhAAC,"Australia Post- SecurePay Initial 10Gb Core + 10Gb ES Cloud Instance including Encryption at Rest","Nesho Kaurin",True,00540000001znmQAAQ,"SE-S-CLD",Subscription,"10.0",0014000000pEE4uAAG,,"10.0","Closed Won (100%)",Victoria,ANZ,APAC,"11385.0","1138.5","2015-06-12T00:00:00.000-0700"
0014000000KBxtOAAT,"Lennar Corporation","2014-12-18",East,True,Subscription,0064000000by3YaAAI,"Lennar : Core : Security 200GB CLOUD : 2","Scottie Oliver",True,005400000021YiBAAU,SCLD,Subscription,"1.0",,,"200.0","Closed Won (100%)","Southeast 2",Enterprise,AMER,"344916.0","344916.0","2014-12-18T00:00:00.000-0800"
00140000012VYubAAG,"BrightEdge Technologies, Inc.","2014-11-10","Central West",True,Subscription,0064000000ZsAApAAN,"BrightEdge-10GB Cloud","John Cress",True,00540000000oHPBAA2,"SCLD-10GB",,"1.0",0014000000fzLKEAA2,,"10.0","Closed Won (100%)",West,Territory,AMER,"13800.0","13800.0","2014-11-10T00:00:00.000-0800"
00140000011NG1WAAW,"Leonardo Worldwide","2015-01-05",Central,True,Subscription,0064000000aP3RYAA0,"Leonardo Worldwide Support Renewal 17 Jan 2015 to 16 Jan 2016 - A1","Raj Seth",True,00540000002bTHRAA2,"SCLD-20GB",Subscription,"1.0",0014000000b0U9AAAU,41037,"20.0","Closed Won (100%)","Central Canada 2",Enterprise,AMER,"21000.0","21000.0","2015-01-05T00:00:00.000-0800"
0014000000nP60HAAS,"Arlington County Government","2015-06-26","State & Local",True,Subscription,0064000000QAAviAAH,"Arlington County - Sanmeet Sidhu/Kristanne Littlefield - Applications Management","Michael Kaleel",True,00540000001EMZvAAO,"SE-S-CLD",Subscription,"5.0",0014000000KBx0uAAD,,"5.0","Closed Won (100%)",East,SLED,"Public Sector","7290.0","1458.0","2015-06-26T00:00:00.000-0700"
0014000000su45EAAQ,iRise,"2015-02-18","Central West",True,Subscription,0064000000WSh32AAD,"iRise - 5GB Cloud","Jerry Lott",True,00540000001Dl8MAAS,SCLD,Subscription,"1.0",,,"5.0","Closed Won (100%)","Central West",Territory,AMER,"7128.0","7128.0","2015-02-18T00:00:00.000-0800"
0014000001VwolrAAB,"Easypark AB","2015-03-03",Nordics,True,Subscription,0064000000aR57dAAC,"EasyPark- Splunk Platform","Anders Johansson",True,00540000001yiyJAAQ,SCLD,Subscription,"1.0",,,"10.0","Closed Won (100%)",Territory,North,EMEA,"15295.0","15295.0","2015-03-03T00:00:00.000-0800"
0014000000KBxtOAAT,"Lennar Corporation","2014-12-18",East,True,Subscription,0064000000ZKUzRAAX,"Lennar : Core : Security 200GB CLOUD","Scottie Oliver",True,005400000021YiBAAU,SCLD,Subscription,"1.0",,,"200.0","Closed Won (100%)","Southeast 2",Enterprise,AMER,"344916.0","344916.0","2014-12-18T00:00:00.000-0800"
0014000000rfzhlAAA,"Liquidity Services, Inc","2014-12-03",East,True,Subscription,0064000000bHgI9AAK,"Liquidity Services-20GB Cloud + Exch App","James Pazora",True,00540000002apuuAAA,"SCLD-20GB",,"1.0",,,"20.0","Closed Won (100%)",East,Territory,AMER,"24000.0","24000.0","2014-12-03T00:00:00.000-0800"
0014000000z4dLiAAI,"HAVAS WORLDWIDE AUSTRALIA PTY LIMITED","2015-06-16",Australia,True,Subscription,0063300000fPhx9AAC,"Havas Worldwide Australia-5GB Cloud 16 Jun 2015 to 15 Jun 2016","Edward Sawkins",True,00540000001yp6iAAA,"SE-S-CLD",Subscription,"5.0",0014000000ei3Z9AAI,48828,"5.0","Closed Won (100%)","New South Wales",ANZ,APAC,"6075.0","1215.0","2015-06-16T00:00:00.000-0700"
0014000000dIpHoAAK,"Test Account","2015-06-03",Central,True,Subscription,0063300000fPZjNAAW,"FPX Emergency Release 0603 - Please ignore","Gajanan Mamarde",True,00540000001DpoqAAC,"SE-S-CLD",Subscription,"5.0",,48307,"5.0","Closed Won (100%)","Southeast 1","Major Accounts",AMER,"2.43","0.486","2015-06-03T00:00:00.000-0700"
0014000001aQuviAAC,"Swift Prepaid Solutions, Inc.","2015-06-15",Central,True,Subscription,0064000000eUSEyAAO,"Swift Prepaid Solutions, Inc.- 10B - Cloud New - compliance","Cheryl Rogers",True,005400000021MMNAA2,"SE-S-CLD",Subscription,"10.0",,48766,"10.0","Closed Won (100%)",Central,Territory,AMER,"13800.0","1380.0","2015-06-15T00:00:00.000-0700"
0014000001Wgv16AAB,"the score","2015-01-07",Central,True,Subscription,0064000000bx5y7AAA,"TheScore 400GB $54K","Raj Seth",True,00540000002bTHRAA2,SCLD,Subscription,"1.0",0014000000ktmboAAA,,"400.0","Closed Won (100%)","Central Canada 2",Enterprise,AMER,"162000.0","162000.0","2015-01-07T00:00:00.000-0800"
0014000001VwTtXAAV,"01click, L.L.C.","2014-12-08","Central West",True,Subscription,0064000000aQjVQAA0,"01Click-5GB Cloud","John Cress",True,00540000000oHPBAA2,SCLD,Subscription,"1.0",0014000000fzLKEAA2,,"5.0","Closed Won (100%)",West,Territory,AMER,"6885.0","6885.0","2014-12-08T00:00:00.000-0800"
00140000010isbxAAA,"Teck Resources Limited","2014-12-02",West,True,Subscription,0064000000WTvFBAA1,SIEM,"Ryan Heal",True,005400000021HbDAAU,"SCLD-50GB",,"1.0",,,"50.0","Closed Won (100%)",Northwest,"Major Accounts",AMER,"40000.0","40000.0","2014-12-02T00:00:00.000-0800"
0014000000pEmLaAAK,"Department of The Prime Minister & Cabinet","2015-06-26",Australia,True,Subscription,0063300000eoutdAAA,"PM&C-DTO Web Analytics 100GB 1 Yr Retention - Splunk Cloud - Phase 1","Ross Ford",True,00540000002cEIpAAM,"SE-S-CLD",Subscription,"100.0",0014000000wHPIIAA4,,"100.0","Closed Won (100%)","Australian Capital Territory",ANZ,APAC,"60000.0","600.0","2015-06-26T00:00:00.000-0700"
0014000000KBwjqAAD,"Cox Automotive","2015-01-30",East,True,Subscription,0064000000ZIyVTAA1,"Cox Automotive-Cloud Deal","Rob Swymer",True,00540000001yjw9AAA,SCLD,Subscription,"1.0",,,"450.0","Closed Won (100%)",Southeast,"Major Accounts",AMER,"90000.0","90000.0","2015-01-30T00:00:00.000-0800"
0014000000KBzLJAA1,"Hughes Network Systems, LLC","2014-12-22",East,True,Subscription,0064000000bIMPdAAO,"5GB Splunk Cloud","James Hill",True,00540000001DY1LAAW,SCLD,Subscription,"1.0",,,"5.0","Closed Won (100%)",MidAtlantic,"Major Accounts",AMER,"8100.0","8100.0","2014-12-22T00:00:00.000-0800"
0014000001WhSuDAAV,Woodside,"2015-06-30",Australia,True,Subscription,0063300000fQFqnAAG,"Woodside-5gb-Cloud","David Jones",True,00540000001DE4NAAW,"SE-S-CLD",Subscription,"5.0",0014000000KBzJXAA1,49538,"5.0","Closed Won (100%)","Western Australia",ANZ,APAC,"6075.0","1215.0","2015-06-30T00:00:00.000-0700"
0014000000PGpkCAAT,"Turbine, Inc.","2015-03-27",East,True,Subscription,0064000000dBmHRAA0,"SCLD - Turbine 10GB with 180 total days","Tim Cashin",True,00540000000oHrjAAE,SCLD,Subscription,"1.0",,,"10.0","Closed Won (100%)",East,Territory,AMER,"13800.0","13800.0","2015-03-27T00:00:00.000-0700"
0014000001TbSOEAA3,"AAA Western and Central New York, Inc.","2015-01-13",East,True,Subscription,0064000000aQde5AAC,"5GB Cloud","Scott Jamison",True,00540000001RaQSAA0,"SCLD-5GB",Subscription,"1.0",,,"5.0","Closed Won (100%)",East,Territory,AMER,"8100.0","8100.0","2015-01-13T00:00:00.000-0800"
0014000000KBxlMAAT,"Dow Jones & Company, Inc.","2015-06-29",East,True,Subscription,0064000000XfiBgAAJ,"Dow Jones Salesforce - Cloud","Jeffrey Kevelson",True,00533000002uBpwAAE,"SE-S-CLD",Subscription,"5.0",,49492,"5.0","Closed Won (100%)","Northeast 2","Major Accounts",AMER,"8100.0","1620.0","2015-06-29T00:00:00.000-0700"
0014000000KBzIJAA1,CNN,"2014-12-08",East,True,Subscription,0064000000bIHJrAAO,"CNN Splunk Cloud","Bill Grande",True,00540000002bwxcAAA,"SCLD-5GB",,"1.0",,,"5.0","Closed Won (100%)",Southeast,"Major Accounts",AMER,"8100.0","8100.0","2014-12-08T00:00:00.000-0800"
0014000000nP2CbAAK,AURIZON,"2015-01-30",Australia,True,Subscription,0064000000cbSFwAAM,"AURIZON-100GB Annual-Splunk Cloud","Rajiv Parashar",True,00540000001CB79AAG,"SCLD-100GB",Subscription,"1.0",0014000000suHy1AAE,,"100.0","Closed Won (100%)",Queensland,ANZ,APAC,"78000.0","78000.0","2015-01-30T00:00:00.000-0800"
0014000001aOXEuAAO,"Xeros, Inc.","2015-04-30",East,True,Subscription,0064000000eRwTlAAK,"Xeros, Inc.-New_5GB Cloud","Denise Koper",True,0054000000222nLAAQ,"SE-S-CLD",Subscription,"5.0",0014000000urtYvAAI,46987,"5.0","Closed Won (100%)",East,Territory,AMER,"8100.0","1620.0","2015-04-30T00:00:00.000-0700"
0014000000mVwTAAA0,"Agilone Inc","2014-11-20","Central West",True,Subscription,0064000000bGaIYAA0,"AgilOne-5GB Cloud","John Cress",True,00540000000oHPBAA2,"SCLD-5GB",,"1.0",0014000000fzLKEAA2,,"5.0","Closed Won (100%)",West,Territory,AMER,"8100.0","8100.0","2014-11-20T00:00:00.000-0800"
0014000001XW05MAAT,"etouches, Inc.","2015-01-07",East,True,Subscription,0064000000cY7GuAAK,"SCLD 5GB Cloud","Tim Cashin",True,00540000000oHrjAAE,SCLD,Subscription,"1.0",,,"5.0","Closed Won (100%)",East,Territory,AMER,"8100.0","8100.0","2015-01-07T00:00:00.000-0800"
0014000000YqlkQAAR,"MindTouch Inc","2015-04-28","Central West",True,Subscription,0064000000WT8NYAA1,"MindTouch -10GB Cloud","Jerry Lott",True,00540000001Dl8MAAS,"SE-S-CLD",Subscription,"10.0",00140000012WKamAAG,46806,"10.0","Closed Won (100%)","Central West",Territory,AMER,"11040.0","1104.0","2015-04-28T00:00:00.000-0700"
0014000001Wh0xOAAR,"Menlo Security","2014-12-17","Central West",True,Subscription,0064000000bwVfrAAE,"Menlo Security-5GB Cloud","John Cress",True,00540000000oHPBAA2,SCLD,Subscription,"1.0",0014000000fzLKEAA2,,"5.0","Closed Won (100%)",West,Territory,AMER,"6885.0","6885.0","2014-12-17T00:00:00.000-0800"
0014000000rEbsJAAS,"Verafin Inc.","2015-05-29",Central,True,Subscription,0064000000eSAk6AAG,"20Gb Cloud","Huguette Mpeye",True,00540000001zU8kAAE,"SE-S-CLD",Subscription,"20.0",,48151,"20.0","Closed Won (100%)","Eastern Canada 2",Enterprise,AMER,"26400.0","1320.0","2015-05-29T00:00:00.000-0700"
0014000000fJgHbAAK,"Katana 1 - End User","2015-01-14",Australia,True,Subscription,0064000000Zqc6kAAB,"K1-OptimaHub","Edward Sawkins",True,00540000001yp6iAAA,SCLD,Subscription,"1.0",0014000000KC0YzAAL,,"5.0","Closed Won (100%)","New South Wales",ANZ,APAC,"7593.75","7593.75","2015-01-14T00:00:00.000-0800"
0014000000hxe7MAAQ,"Pernod Ricard SA","2015-06-05","France - Major",True,Subscription,0064000000Vup95AAB,"Pernod RIcard_Openminded_SCloud50GB","Nicolas Cachoux",True,00540000003LmcKAAS,"SE-S-CLD",Subscription,"50.0",0014000000m97jyAAA,,"50.0","Closed Won (100%)",Major,South,EMEA,"40549.32","810.9864","2015-06-05T00:00:00.000-0700"
0014000000mYcD8AAK,"Wilmer Cutler Pickering Hale and Dorr LLP","2015-01-28",East,True,Subscription,0064000000bITBpAAO,"WilmerHale - 300GB Cloud","Neal Poretsky",True,00540000001EETQAA4,SCLD,Subscription,"1.0",0014000000Xhnk0AAB,,"300.0","Closed Won (100%)","New England",Enterprise,AMER,"225225.0","225225.0","2015-01-28T00:00:00.000-0800"
0014000001b4QtQAAU,"Wb Games Inc.","2015-05-11",West,True,Subscription,0064000000cbAQXAA2,"WB Games - Cloud","Doug App",True,00540000001ywTeAAI,"SE-S-CLD",Subscription,"5.0",,47429,"5.0","Closed Won (100%)",West,Territory,AMER,"8100.0","1620.0","2015-05-11T00:00:00.000-0700"
0014000001Zg7ojAAB,"Tungsten Finance","2015-04-30","UK - Enterprise",True,Subscription,0064000000eAziwAAC,"Tungsten - 5GB Cloud Opp","Daniel Adamson",True,00540000001zRfgAAE,"SE-S-CLD",Subscription,"5.0",,46991,"5.0","Closed Won (100%)",Territory,UK,EMEA,"9315.0","1863.0","2015-04-30T00:00:00.000-0700"
0014000000KBzGEAA1,"2Checkout.com","2014-10-06",East,True,Subscription,0064000000ZpZYMAA3,"2Checkout.com Inc-Forsythe IT Ops","Kathy Guzman",True,00540000001RBt2AAG,"SCLD-5GB",,"1.0",0014000000KC0DXAA1,,"5.0","Closed Won (100%)","North Central","Major Accounts",AMER,"7087.5","7087.5","2014-10-06T00:00:00.000-0700"
0014000000Xi6jVAAR,Pega,"2015-04-20",Northeast,True,Subscription,0064000000eyu6LAAQ,"Pega - 5GB Cloud","John Dolino",True,00540000001ELznAAG,"SE-S-CLD",Subscription,"5.0",,46315,"5.0","Closed Won (100%)","New England",Enterprise,AMER,"8100.0","1620.0","2015-04-20T00:00:00.000-0700"
0014000000KBy3rAAD,"Mars, Incorporated","2014-09-25",Central,True,Subscription,0064000000QovIkAAJ,"Mars New Security","Rhonda Ball",True,00540000001DneeAAC,SCLD,Subscription,"1.0",,,"500.0","Closed Won (100%)","North Central",Enterprise,AMER,"701000.0","701000.0","2014-09-25T00:00:00.000-0700"
00140000011m3wZAAQ,"Apollo Global Management (AGM) LLC","2015-04-28",Northeast,True,Subscription,0064000000eB0LZAA0,"Cloud 150GB ES New Apollo Global Management","Eric Beller",True,0054000000229lRAAQ,"SE-S-CLD",Subscription,"150.0",0014000000KC0VJAA1,,"150.0","Closed Won (100%)","Northeast 2",Enterprise,AMER,"252000.0","1680.0","2015-04-28T00:00:00.000-0700"
0014000001Z1y36AAB,"Hakkasan Group","2015-04-23","Central West",True,Subscription,0064000000ddOlqAAE,"Hakkasan Group-CDW-Cloud-SIEM-5GB","Mickie George",True,00540000001DQAoAAO,"SE-S-CLD",Subscription,"5.0",0014000000KBxYOAA1,,"5.0","Closed Won (100%)","Central West",Territory,AMER,"6480.0","1296.0","2015-04-23T00:00:00.000-0700"
0014000001WikMUAAZ,"EVS Broadcast Equipment SA","2015-02-27",Benelux,True,Subscription,0064000000bwNZTAA2,"EVS Broadcast Equipment-","Edward Spencer",True,005400000021CsdAAE,SCLD,Subscription,"1.0",,,"5.0","Closed Won (100%)",Territory,North,EMEA,"9177.0","9177.0","2015-02-27T00:00:00.000-0800"
0014000000KBxB8AAL,"Avid Technology, Inc.","2015-02-13",Northeast,True,Subscription,0064000000ZqvgtAAB,"Avid Technology - Cloud","John Dolino",True,00540000001ELznAAG,"SCLD-5GB",Subscription,"1.0",,43789,"5.0","Closed Won (100%)","New England",Enterprise,AMER,"8100.0","8100.0","2015-02-13T00:00:00.000-0800"
0014000001XVQEAAA5,"Jet.com","2015-02-12",East,True,Subscription,0064000000bykuLAAQ,"Jet.com-New_20GB Cloud for IT Ops","Denise Koper",True,0054000000222nLAAQ,SCLD,Subscription,"1.0",,,"20.0","Closed Won (100%)",East,Territory,AMER,"24000.0","24000.0","2015-02-12T00:00:00.000-0800"
0014000001Z1PVgAAN,"Supertag pty Ltd","2015-03-31",Australia,True,Subscription,0064000000dctwWAAQ,"OptimaHub-Dev","Edward Sawkins",True,00540000001yp6iAAA,SCLD,Subscription,"1.0",,,"5.0","Closed Won (100%)","New South Wales",ANZ,APAC,"6000.0","6000.0","2015-03-31T00:00:00.000-0700"
0013300001bhv43AAA,"Omnivore.io","2015-06-18",West,True,Subscription,0063300000fQISAAA4,"Omnivore.io - 5 GB Cloud","Amy Stephens",True,00540000001DmN8AAK,"SE-S-CLD",Subscription,"5.0",0014000000fzLKEAA2,,"5.0","Closed Won (100%)",West,Territory,AMER,"5670.0","1134.0","2015-06-18T00:00:00.000-0700"
0014000000N7WUHAA3,"East West Bank","2015-04-30","West 1",True,Subscription,0064000000dBeE4AAK,"East West Bank - 150GB Cloud Expansion 3 Year","Jason Stein",True,00540000001RBqNAAW,SCLD,Subscription,"1.0",0014000000KC05MAAT,,"150.0","Closed Won (100%)","SoCal 1",Enterprise,AMER,"399000.0","399000.0","2015-04-30T00:00:00.000-0700"
0014000000KBxe1AAD,"Cadence Design Systems, Inc.","2015-02-19",West,True,Subscription,0064000000caNvWAAU,"Cadence Design Systems, Inc. Support Renewal 15 Jan 2016 to 14 Jan 2017 - Invoice 56468 UPGRADE","Sam Katwan",True,0054000000223UyAAI,SCLD,Subscription,"1.0",,,"5.0","Closed Won (100%)","NorCal 2","Major Accounts",AMER,"8100.0","8100.0","2015-02-19T00:00:00.000-0800"
00140000012WRZ7AAO,"Shocase, Inc.","2015-06-29",West,True,Subscription,0064000000XfoBKAAZ,"Social In Soma - 5GB Cloud Renewal","Amy Stephens",True,00540000001DmN8AAK,"SE-S-CLD",Subscription,"5.0",,,"5.0","Closed Won (100%)",West,Territory,AMER,"8100.0","1620.0","2015-06-29T00:00:00.000-0700"
0013300001bACuYAAW,Even,"2015-05-08",West,True,Subscription,0063300000eoj7YAAQ,"Even - 5GB Cloud","Amy Stephens",True,00540000001DmN8AAK,"SE-S-CLD",Subscription,"5.0",,47370,"5.0","Closed Won (100%)",West,Territory,AMER,"8100.0","1620.0","2015-05-08T00:00:00.000-0700"
